State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Maharashtra,Pune,Pune(Moshi),Guar,Other,FAQ,09/03/2024,4000,5000,4500
Maharashtra,Pune,Pune(Moshi),"Mango (Raw-Ripe)",Other,FAQ,09/03/2024,2000,4000,3000
Maharashtra,Pune,Pune(Moshi),Mint(Pudina),Other,FAQ,09/03/2024,2,3,3
Maharashtra,Pune,Pune(Moshi),"Sweet Potato",Other,FAQ,09/03/2024,2000,3000,2500
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,FAQ,09/03/2024,1600,1800,1700
Maharashtra,Pune,Pune(Pimpri),Carrot,Other,FAQ,09/03/2024,1600,1600,1600
Maharashtra,Pune,Pune(Pimpri),Onion,Local,FAQ,09/03/2024,1400,1800,1600
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,FAQ,09/03/2024,6,8,7
Nagaland,Dimapur,Niuland,Brinjal,Brinjal,FAQ,09/03/2024,4000,4300,4200
Nagaland,Dimapur,Niuland,"Yam (Ratalu)","Yam (Ratalu)",FAQ,09/03/2024,3500,3800,3700
Nagaland,Kohima,Jalukie,"Green Chilli","Green Chilly",FAQ,09/03/2024,7000,8000,7500
Nagaland,Kohima,Jalukie,"Leafy Vegetable","Leafy Vegetables",FAQ,09/03/2024,2000,2500,2300
Nagaland,Kohima,Jalukie,Onion,Onion,FAQ,09/03/2024,3000,4000,3500
Nagaland,Kohima,Jalukie,"Papaya (Raw)","Papaya (Raw)",FAQ,09/03/2024,2000,3000,2500
Nagaland,Kohima,Jalukie,"Yam (Ratalu)","Yam (Ratalu)",FAQ,09/03/2024,2000,3000,2500
Nagaland,Kohima,Tseminyu,"Indian Beans (Seam)","Indian Beans (Seam)",FAQ,09/03/2024,2500,3200,3000
Nagaland,Mokokchung,Tuli,Ginger(Green),Other,FAQ,09/03/2024,5000,5500,5200
Odisha,Balasore,Jaleswar,Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1600,2000,1800
Odisha,Balasore,Jaleswar,Ginger(Dry),Other,FAQ,09/03/2024,9800,10200,10000
Odisha,Bargarh,Sohela,Cauliflower,Other,FAQ,09/03/2024,3300,3500,3400
Odisha,Bargarh,Sohela,Pumpkin,Other,FAQ,09/03/2024,2500,2700,2600
Odisha,Dhenkanal,Hindol,"Banana - Green",Other,FAQ,09/03/2024,2400,2600,2500
Odisha,Dhenkanal,Hindol,Beans,Other,FAQ,09/03/2024,3800,4200,4000
Odisha,Dhenkanal,Hindol,"Bhindi(Ladies Finger)",Bhindi,FAQ,09/03/2024,3000,3500,3200
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,09/03/2024,1200,1400,1300
Odisha,Sundergarh,Bonai,Brinjal,Other,FAQ,09/03/2024,4000,4000,4000
Odisha,Sundergarh,Bonai,Capsicum,Other,FAQ,09/03/2024,6000,6000,6000
Odisha,Sundergarh,Panposh,"Bottle gourd",Other,FAQ,09/03/2024,1200,1600,1500
Punjab,Amritsar,Rayya,Potato,Other,FAQ,09/03/2024,800,800,800
Punjab,Ferozpur,Zira,Carrot,Carrot,FAQ,09/03/2024,800,1000,900
Punjab,Ferozpur,Zira,Cauliflower,Cauliflower,FAQ,09/03/2024,600,800,700
Punjab,Ferozpur,Zira,Kinnow,Other,Large,09/03/2024,1400,1600,1500
Punjab,Ferozpur,Zira,Papaya,Other,Large,09/03/2024,1900,2100,2000
Punjab,Gurdaspur,Kalanaur,Cauliflower,Other,FAQ,09/03/2024,1200,1200,1200
Punjab,Hoshiarpur,Dasuya,Cauliflower,Other,FAQ,09/03/2024,800,1200,1000
Punjab,Hoshiarpur,Dasuya,"Field Pea",Other,FAQ,09/03/2024,2000,3000,2500
Punjab,Hoshiarpur,Dasuya,Garlic,Average,FAQ,09/03/2024,10000,13000,11500
Punjab,Hoshiarpur,Dasuya,Methi(Leaves),Other,FAQ,09/03/2024,700,1300,1000
Punjab,Hoshiarpur,Dasuya,Tomato,Other,FAQ,09/03/2024,3200,4000,3600
Punjab,Hoshiarpur,"Tanda Urmur",Garlic,Other,FAQ,09/03/2024,15000,17000,16000
Punjab,Hoshiarpur,"Tanda Urmur","Green Chilli",Other,FAQ,09/03/2024,4000,5000,4500
Punjab,Hoshiarpur,"Tanda Urmur",Lemon,Other,FAQ,09/03/2024,9000,10000,9500
Punjab,Hoshiarpur,"Tanda Urmur",Papaya,Other,Medium,09/03/2024,3000,3500,3200
Punjab,Hoshiarpur,"Tanda Urmur",Potato,Other,FAQ,09/03/2024,800,1000,900
Punjab,Hoshiarpur,"Tanda Urmur","Water Melon",Other,Medium,09/03/2024,7000,8000,7500
Punjab,Ludhiana,Khanna,Apple,Other,Medium,09/03/2024,4000,13000,7000
Punjab,Ludhiana,Khanna,Brinjal,Other,FAQ,09/03/2024,500,1000,800
Punjab,Ludhiana,Khanna,Onion,Other,FAQ,09/03/2024,1200,2200,1500
Punjab,Ludhiana,Khanna,"Peas Wet",Other,FAQ,09/03/2024,2000,3000,2500
Punjab,Ludhiana,Sahnewal,Cauliflower,Cauliflower,FAQ,09/03/2024,1500,1500,1500
Punjab,Ludhiana,Sahnewal,"Peas Wet","Peas Wet",FAQ,09/03/2024,3000,3500,3500
Punjab,Sangrur,Ahmedgarh,Raddish,Other,FAQ,09/03/2024,500,600,500
Punjab,Sangrur,Ahmedgarh,Spinach,Other,FAQ,09/03/2024,600,700,600
Punjab,Sangrur,Bhawanigarh,Ginger(Green),"Green Ginger",FAQ,09/03/2024,11000,11000,11000
Punjab,Sangrur,Bhawanigarh,Methi(Leaves),Other,FAQ,09/03/2024,1000,1000,1000
Punjab,Sangrur,Bhawanigarh,"Mousambi(Sweet Lime)",Other,Medium,09/03/2024,3000,3500,3250
Punjab,Sangrur,Bhawanigarh,Spinach,Other,FAQ,09/03/2024,500,700,600
Punjab,Sangrur,Bhawanigarh,Tomato,Other,FAQ,09/03/2024,2000,2200,2100
Punjab,Tarntaran,Patti,Raddish,Other,FAQ,09/03/2024,500,560,540
Punjab,Tarntaran,Patti,Tomato,Other,FAQ,09/03/2024,2000,2500,2200
Rajasthan,Baran,Anta,Mustard,Other,FAQ,09/03/2024,4250,4726,4488
Rajasthan,Ganganagar,Kesarisinghpur,"Green Gram (Moong)(Whole)",Other,FAQ,09/03/2024,5801,7000,7000
Rajasthan,Ganganagar,Sriganganagar(F&V),Banana,Other,Medium,09/03/2024,2700,3100,2900
Rajasthan,Ganganagar,Sriganganagar(F&V),"Bitter gourd",Other,FAQ,09/03/2024,2500,2900,2700
Rajasthan,Ganganagar,Sriganganagar(F&V),Capsicum,Other,FAQ,09/03/2024,4000,4400,4200
Rajasthan,Ganganagar,Sriganganagar(F&V),Garlic,Garlic,FAQ,09/03/2024,11800,12200,12000
Rajasthan,Ganganagar,Sriganganagar(F&V),Grapes,Green,Medium,09/03/2024,4100,4500,4300
Rajasthan,Ganganagar,Sriganganagar(F&V),"Green Chilli","Green Chilly",FAQ,09/03/2024,2400,2800,2600
Rajasthan,Ganganagar,Sriganganagar(F&V),"Green Peas","Green Peas",FAQ,09/03/2024,2100,2500,2300
Rajasthan,Ganganagar,Sriganganagar(F&V),Guava,Guava,Medium,09/03/2024,3200,3600,3400
Rajasthan,Ganganagar,Sriganganagar(F&V),Mango,Other,Medium,09/03/2024,11800,12200,12000
Rajasthan,Ganganagar,Sriganganagar(F&V),"Sponge gourd","Sponge gourd",FAQ,09/03/2024,1400,1800,1600
Rajasthan,Jaipur,Jaipur(Bassi),"Barley (Jau)",Other,FAQ,09/03/2024,1888,1957,1922
Rajasthan,Jaipur,Jaipur(Bassi),"Guar Seed(Cluster Beans Seed)",Other,FAQ,09/03/2024,4815,4815,4815
Rajasthan,Jalore,Jalore,"Bitter gourd",Other,FAQ,09/03/2024,3500,4000,3800
Rajasthan,Jalore,Jalore,Capsicum,Other,FAQ,09/03/2024,3000,3400,3200
Rajasthan,Tonk,Dooni,"Bajra(Pearl Millet/Cumbu)",Bold,FAQ,09/03/2024,2298,2319,2309
"Tamil Nadu",Erode,Alangeyam,Maize,Other,FAQ,09/03/2024,2241,2257,2247
"Tamil Nadu",Erode,Sathyamangalam,Banana,"Red Banana",Medium,09/03/2024,2300,2700,2500
"Tamil Nadu",Kancheepuram,Uthukottai,Paddy(Dhan)(Common),"ADT 43",FAQ,09/03/2024,2350,2730,2560
"Tamil Nadu",Theni,Theni,Maize,Hybrid,FAQ,09/03/2024,2330,2490,2410
"Tamil Nadu",Theni,Theni,Paddy(Dhan)(Common),Other,FAQ,09/03/2024,1630,1780,1705
Telangana,Adilabad,Chinnoar,Cotton,MECH-1,FAQ,09/03/2024,7000,7400,7200
Telangana,Adilabad,Nirmal,Cotton,Bramha,FAQ,09/03/2024,6920,6920,6920
Telangana,Karimnagar,Mallial(Cheppial),Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2203,2203,2203
Telangana,Khammam,Dammapet,Maize,"Deshi Red",FAQ,09/03/2024,2090,2090,2090
Telangana,Khammam,Enkoor,Cotton,"Cotton (Unginned)",FAQ,09/03/2024,6400,6700,6650
Telangana,Mahbubnagar,Nagarkurnool,Groundnut,Local,FAQ,09/03/2024,4569,6669,6669
Telangana,Medak,Sangareddy,Brinjal,Brinjal,FAQ,09/03/2024,1200,1500,1300
Telangana,Nalgonda,Nakrekal,Paddy(Dhan)(Common),MTU-1010,FAQ,09/03/2024,2203,2203,2203
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Beetroot,Beetroot,FAQ,09/03/2024,2300,2300,2300
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Brinjal,"Arkasheela Mattigulla",FAQ,09/03/2024,2800,2800,2800
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Onion,"1st Sort",FAQ,09/03/2024,2200,2200,2200
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)","Onion Green","Onion Green",FAQ,09/03/2024,4000,4000,4000
Telangana,"Ranga Reddy","Kukatpally(Rythu Bazar)",Tomato,Deshi,FAQ,09/03/2024,1100,1100,1100
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Beetroot,Beetroot,FAQ,09/03/2024,2300,2300,2300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bottle gourd","Bottle Gourd",FAQ,09/03/2024,900,900,900
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Carrot,Carrot,FAQ,09/03/2024,2300,2300,2300
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cauliflower,"African Sarson",FAQ,09/03/2024,1800,1800,1800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Colacasia,Colacasia,FAQ,09/03/2024,4000,4000,4000
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Cucumbar(Kheera),Cucumbar,FAQ,09/03/2024,1800,1800,1800
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)",Drumstick,Drumstick,FAQ,09/03/2024,600,600,600
Tripura,"North Tripura",Dasda,Brinjal,Round/Long,FAQ,09/03/2024,2000,3000,2500
Tripura,"North Tripura",Dasda,Potato,Local,FAQ,09/03/2024,1800,2500,2150
Tripura,Sepahijala,Melaghar,Banana,"Banana - Ripe",Medium,09/03/2024,2600,3000,2800
Tripura,Sepahijala,Melaghar,Potato,Jalander,FAQ,09/03/2024,1650,1750,1700
Tripura,Sepahijala,Melaghar,Rice,Coarse,FAQ,09/03/2024,3750,3850,3800
Tripura,Sepahijala,Melaghar,Rice,Fine,FAQ,09/03/2024,4450,4550,4500
Tripura,Sepahijala,Melaghar,Tomato,Other,FAQ,09/03/2024,2500,3200,3000
"Uttar Pradesh",Agra,Fatehabad,"Green Chilli","Green Chilly",FAQ,09/03/2024,1000,1250,1150
"Uttar Pradesh",Agra,Fatehabad,Onion,Red,FAQ,09/03/2024,1200,1350,1250
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,09/03/2024,900,900,900
"Uttar Pradesh",Balrampur,Tulsipur,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,2120,2160,2140
"Uttar Pradesh",Balrampur,Tulsipur,Paddy(Dhan)(Common),Common,FAQ,09/03/2024,2010,2050,2030
"Uttar Pradesh",Balrampur,Tulsipur,Rice,III,FAQ,09/03/2024,2610,2650,2630
"Uttar Pradesh",Bareilly,Anwala,Carrot,Carrot,FAQ,09/03/2024,1000,1400,1200
"Uttar Pradesh",Bareilly,Bahedi,Apple,Other,Medium,09/03/2024,4550,4585,4570
"Uttar Pradesh",Bareilly,Bahedi,Onion,Red,FAQ,09/03/2024,1270,1320,1295
"Uttar Pradesh",Bijnor,Bijnaur,Potato,Desi,FAQ,09/03/2024,1020,1150,1050
"Uttar Pradesh",Bijnor,Bijnaur,Tomato,Hybrid,FAQ,09/03/2024,1700,1850,1780
"Uttar Pradesh",Bulandshahar,Sikanderabad,Cauliflower,Cauliflower,FAQ,09/03/2024,1600,2000,1800
"Uttar Pradesh",Etah,Awagarh,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,1500,1800,1600
"Uttar Pradesh",Etah,Awagarh,Onion,Red,FAQ,09/03/2024,1400,1600,1500
"Uttar Pradesh",Farukhabad,Kamlaganj,Onion,Red,FAQ,09/03/2024,1700,1800,1750
"Uttar Pradesh",Fatehpur,Bindki,Potato,Potato,FAQ,09/03/2024,950,1100,1010
"Uttar Pradesh",Fatehpur,Jahanabad,"Green Chilli","Green Chilly",FAQ,09/03/2024,1520,1540,1530
"Uttar Pradesh",Hamirpur,Maudaha,Tomato,Deshi,FAQ,09/03/2024,2400,2500,2450
"Uttar Pradesh",Hathras,Haathras,Potato,Desi,FAQ,09/03/2024,900,1100,990
"Uttar Pradesh",Hathras,Shadabad,Onion,Red,FAQ,09/03/2024,2100,2200,2150
"Uttar Pradesh",Hathras,Shadabad,Potato,Desi,FAQ,09/03/2024,800,900,850
"Uttar Pradesh",Jaunpur,Jaunpur,Rice,III,FAQ,09/03/2024,2685,2730,2710
"Uttar Pradesh",Jaunpur,Jaunpur,Spinach,Spinach,FAQ,09/03/2024,825,850,845
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Cauliflower,Cauliflower,FAQ,09/03/2024,1340,1540,1440
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Green Chilli","Green Chilly",FAQ,09/03/2024,2240,2440,2340
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,"Lentil (Masur)(Whole)","Kala Masoor New",FAQ,09/03/2024,6700,6900,6800
"Uttar Pradesh",Jaunpur,Mugrabaadshahpur,Orange,Nagpuri,Medium,09/03/2024,2840,3040,2940
"Uttar Pradesh",Lucknow,Lucknow,Potato,Desi,FAQ,09/03/2024,1100,1200,1150
"Uttar Pradesh",Muradabad,Sambhal,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,600,700,650
"Uttar Pradesh",Muradabad,Sambhal,Cauliflower,Cauliflower,FAQ,09/03/2024,900,1250,1200
"Uttar Pradesh",Muradabad,Sambhal,Tomato,Deshi,FAQ,09/03/2024,1300,1780,1500
"Uttar Pradesh",Muzaffarnagar,Kadhle,Apple,Delicious,Medium,09/03/2024,2100,2200,2150
"Uttar Pradesh",Muzaffarnagar,Kadhle,Brinjal,Round/Long,FAQ,09/03/2024,750,800,775
"Uttar Pradesh",Muzaffarnagar,Kadhle,Cabbage,Cabbage,FAQ,09/03/2024,450,500,475
"Uttar Pradesh",Muzaffarnagar,Kairana,"Green Chilli","Green Chilly",FAQ,09/03/2024,2500,2600,2550
"Uttar Pradesh",Muzaffarnagar,Kairana,Guava,Guava,Medium,09/03/2024,1700,1800,1750
"Uttar Pradesh",Muzaffarnagar,Kairana,Raddish,Raddish,FAQ,09/03/2024,700,800,750
"Uttar Pradesh",Pillibhit,Puranpur,Apple,Delicious,Medium,09/03/2024,7710,7800,7750
"Uttar Pradesh",Rampur,Rampur,Onion,Red,FAQ,09/03/2024,1675,1750,1710
"Uttar Pradesh",Saharanpur,Gangoh,Cauliflower,Cauliflower,FAQ,09/03/2024,1300,1500,1400
"Uttar Pradesh",Saharanpur,Gangoh,Garlic,Garlic,FAQ,09/03/2024,10000,11000,10500
"Uttar Pradesh",Saharanpur,Gangoh,Ginger(Green),"Green Ginger",FAQ,09/03/2024,8000,9000,8500
"Uttar Pradesh",Shahjahanpur,Puwaha,Onion,Red,FAQ,09/03/2024,1685,1885,1785
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Banana,Desi(Bontha),Small,09/03/2024,900,1100,1000
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Onion,Nasik,FAQ,09/03/2024,1300,1500,1400
Uttrakhand,Haridwar,Manglaur,Chikoos(Sapota),Other,Medium,09/03/2024,1000,1200,1100
Uttrakhand,Haridwar,Roorkee,Cauliflower,Other,FAQ,09/03/2024,600,1000,800
Uttrakhand,Haridwar,Roorkee,"Green Chilli",Other,FAQ,09/03/2024,2000,3000,2500
Uttrakhand,Haridwar,Roorkee,"Green Peas",Other,FAQ,09/03/2024,2000,3000,2500
Uttrakhand,Haridwar,Roorkee,Kinnow,Other,Medium,09/03/2024,800,1500,1200
Uttrakhand,Haridwar,Roorkee,Onion,Other,FAQ,09/03/2024,1200,2000,1800
Uttrakhand,Haridwar,Roorkee,Potato,Other,FAQ,09/03/2024,600,800,700
Uttrakhand,Haridwar,Roorkee,Raddish,Other,FAQ,09/03/2024,500,700,600
Uttrakhand,UdhamSinghNagar,Bazpur,Mustard,Other,FAQ,09/03/2024,5500,5700,5600
Uttrakhand,UdhamSinghNagar,Kicchha,Banana,Other,Small,09/03/2024,1300,1500,1400
Uttrakhand,UdhamSinghNagar,Kicchha,"Bottle gourd","Bottle Gourd",FAQ,09/03/2024,800,1000,900
Uttrakhand,UdhamSinghNagar,Kicchha,Chikoos(Sapota),Sapota,Small,09/03/2024,2100,2300,2200
Uttrakhand,UdhamSinghNagar,Kicchha,Raddish,Raddish,FAQ,09/03/2024,400,600,500
Uttrakhand,UdhamSinghNagar,Rudrapur,Banana,"Banana - Ripe",Medium,09/03/2024,2000,3000,2500
Uttrakhand,UdhamSinghNagar,Rudrapur,"Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,5000,7000,6000
Uttrakhand,UdhamSinghNagar,Rudrapur,"Jack Fruit",Other,Medium,09/03/2024,2000,4000,3000
Uttrakhand,UdhamSinghNagar,Rudrapur,Papaya,Other,Medium,09/03/2024,2000,3000,2500
"West Bengal",Burdwan,Asansol,"Arhar (Tur/Red Gram)(Whole)",Other,FAQ,09/03/2024,9150,9350,9200
"West Bengal",Burdwan,Asansol,Peas(Dry),Other,FAQ,09/03/2024,6400,6600,6450
"West Bengal",Burdwan,Asansol,"Sweet Pumpkin",Other,FAQ,09/03/2024,1250,1400,1300
"West Bengal",Burdwan,Asansol,Tomato,Hybrid,FAQ,09/03/2024,1150,1350,1200
"West Bengal",Burdwan,Asansol,Wheat,Kalyan,FAQ,09/03/2024,2300,2560,2450
"West Bengal","Dakshin Dinajpur",Balurghat,Cabbage,Other,FAQ,09/03/2024,400,600,500
"West Bengal","Dakshin Dinajpur",Balurghat,"Green Chilli",Other,FAQ,09/03/2024,8900,9100,9000
"West Bengal",Darjeeling,Karsiyang(Matigara),Carrot,Other,FAQ,09/03/2024,3500,4000,3800
"West Bengal",Darjeeling,Karsiyang(Matigara),Cauliflower,Other,FAQ,09/03/2024,1400,1600,1500
"West Bengal",Darjeeling,Siliguri,"Black Gram Dal (Urd Dal)","Black Gram Dal",FAQ,09/03/2024,11500,12000,11800
"West Bengal",Darjeeling,Siliguri,"Masur Dal","Masur Dal",FAQ,09/03/2024,9500,9700,9600
"West Bengal",Darjeeling,Siliguri,Potato,Other,FAQ,09/03/2024,1060,1100,1080
"West Bengal",Jalpaiguri,Belacoba,"Green Chilli",Other,FAQ,09/03/2024,2900,3100,3000
"West Bengal",Jalpaiguri,Dhupguri,Brinjal,Other,FAQ,09/03/2024,1300,1500,1400
"West Bengal",Jalpaiguri,Dhupguri,Onion,Onion,FAQ,09/03/2024,2400,2550,2500
"West Bengal",Jalpaiguri,Dhupguri,Potato,Other,FAQ,09/03/2024,1050,1125,1100
"West Bengal",Jalpaiguri,Dhupguri,"Squash(Chappal Kadoo)",Other,FAQ,09/03/2024,400,600,500
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Brinjal,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Cauliflower,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Potato,Other,FAQ,09/03/2024,1050,1125,1100
"West Bengal",Jalpaiguri,"Jalpaiguri Sadar",Tomato,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,Moynaguri,Brinjal,Other,FAQ,09/03/2024,1200,1400,1300
"West Bengal",Jalpaiguri,Moynaguri,"Green Chilli",Other,FAQ,09/03/2024,2950,3050,3000
"West Bengal",Jalpaiguri,Moynaguri,Potato,Other,FAQ,09/03/2024,1050,1125,1100
"West Bengal",Malda,"English Bazar","Green Gram Dal (Moong Dal)","Green Gram Dal",FAQ,09/03/2024,10500,11500,11000
"West Bengal",Medinipur(W),Ghatal,Tomato,Hybrid,FAQ,09/03/2024,1620,1780,1720
"West Bengal","North 24 Parganas",Barasat,Pumpkin,Other,FAQ,09/03/2024,1500,1500,1500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Amaranthus,Other,FAQ,09/03/2024,2000,3000,2500
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Bottle gourd",Other,FAQ,09/03/2024,4000,6000,5000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Drumstick,Other,FAQ,09/03/2024,16000,20000,18000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Lemon,Other,FAQ,09/03/2024,1,1.5,1.2
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,Onion,Other,FAQ,09/03/2024,2000,5000,3000
"Andaman and Nicobar","North and Middle Andaman ",Diglipur,"Papaya (Raw)",Other,FAQ,09/03/2024,1500,2000,1800
Bihar,Kishanganj,Bahadurganj,Potato,Jyoti,FAQ,09/03/2024,1250,1350,1300
Chattisgarh,Dhamtari,Nagari,Paddy(Dhan)(Common),"I.R. 36",FAQ,09/03/2024,2400,2500,2400
Chattisgarh,Durg,Durg,Brinjal,Round/Long,FAQ,09/03/2024,1500,1600,1500
Chattisgarh,Durg,Durg,Cabbage,Cabbage,FAQ,09/03/2024,1500,1600,1600
Chattisgarh,Durg,Durg,Cauliflower,Cauliflower,FAQ,09/03/2024,2000,2400,2000
Chattisgarh,Durg,Durg,Lemon,Lemon,FAQ,09/03/2024,8000,9000,9000
Chattisgarh,Janjgir,Jaijaipur,"Mahua Seed(Hippe seed)","Mahua Seed",FAQ,09/03/2024,3600,3600,3600
Chattisgarh,Raigarh,Raigarh,Onion,Other,FAQ,09/03/2024,2100,2500,2100
Chattisgarh,Rajnandgaon,Rajnandgaon,"Bhindi(Ladies Finger)",Bhindi,FAQ,09/03/2024,2500,3500,3000
Chattisgarh,Rajnandgaon,Rajnandgaon,Cabbage,Cabbage,FAQ,09/03/2024,1000,1400,1200
Chattisgarh,Rajnandgaon,Rajnandgaon,Raddish,Raddish,FAQ,09/03/2024,600,1000,800
Chattisgarh,Surajpur,Surajpur,Mahua,Other,FAQ,09/03/2024,3000,3000,3000
Gujarat,Amreli,Rajula,"Bajra(Pearl Millet/Cumbu)",Local,FAQ,09/03/2024,2000,2655,2328
Gujarat,Amreli,Rajula,Soyabean,Soyabeen,FAQ,09/03/2024,4070,4070,4070
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Cabbage,Cabbage,FAQ,09/03/2024,1000,1500,1400
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,09/03/2024,2000,2500,2250
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Tomato,Other,FAQ,09/03/2024,750,1000,800
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)","Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,4000,5750,4875
Gujarat,Banaskanth,"Deesa(Deesa Veg Yard)",Potato,Other,FAQ,09/03/2024,680,1505,1150
Gujarat,Dahod,"Dahod(Veg. Market)",Coriander(Leaves),Coriander,FAQ,09/03/2024,500,2000,1500
Gujarat,Dahod,"Dahod(Veg. Market)",Ginger(Green),"Green Ginger",FAQ,09/03/2024,8000,11000,10000
Gujarat,Dahod,"Dahod(Veg. Market)","Green Chilli","Green Chilly",FAQ,09/03/2024,5000,7000,6000
Gujarat,Dahod,"Dahod(Veg. Market)","Pegeon Pea (Arhar Fali)",Other,FAQ,09/03/2024,4000,4500,4300
Gujarat,Dahod,"Dahod(Veg. Market)","Sweet Potato","Sweet Potato",FAQ,09/03/2024,1000,2000,1700
Gujarat,Gandhinagar,Dehgam,"Bajra(Pearl Millet/Cumbu)",Other,FAQ,09/03/2024,2150,2230,2190
Gujarat,Gandhinagar,Dehgam,Guar,Other,FAQ,09/03/2024,4500,4800,4650
Gujarat,Gandhinagar,Dehgam,Wheat,Other,FAQ,09/03/2024,2315,2605,2460
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Cabbage,Other,FAQ,09/03/2024,1000,1500,1000
Gujarat,Morbi,"Vankaner(Sub yard)","Bhindi(Ladies Finger)",Other,FAQ,09/03/2024,4000,5000,4500
Gujarat,Morbi,"Vankaner(Sub yard)",Capsicum,Other,FAQ,09/03/2024,2000,3500,3000
Gujarat,Navsari,Navsari,Brinjal,"Arkasheela Mattigulla",FAQ,09/03/2024,750,1500,1125
Gujarat,Navsari,Navsari,Cabbage,Cabbage,FAQ,09/03/2024,1500,2000,1750
Gujarat,Navsari,Navsari,Capsicum,Capsicum,FAQ,09/03/2024,5000,6000,5500
Gujarat,Navsari,Navsari,Lemon,Lemon,FAQ,09/03/2024,10000,10500,10250
Gujarat,Navsari,Navsari,Potato,"(Red Nanital)",FAQ,09/03/2024,800,1900,1350
Gujarat,Navsari,Navsari,Tomato,Other,FAQ,09/03/2024,1000,2000,1500
Gujarat,Rajkot,Dhoraji,Groundnut,G20,FAQ,09/03/2024,5505,6280,6280
Gujarat,Rajkot,Rajkot,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,09/03/2024,2000,2200,2110
Gujarat,Rajkot,Rajkot,"Dry Chillies",Red,FAQ,09/03/2024,6750,17750,13100
Gujarat,Rajkot,Rajkot,Garlic,Garlic,FAQ,09/03/2024,7250,12000,9250
Gujarat,Rajkot,Rajkot,"Ground Nut Seed","Ground Nut Seed",FAQ,09/03/2024,8100,8755,8375
Gujarat,Sabarkantha,Khedbrahma,Maize,Other,FAQ,09/03/2024,2450,2635,2542
Gujarat,Surat,Songadh,"Bengal Gram(Gram)(Whole)",999,FAQ,09/03/2024,6040,6040,6040
Gujarat,Surat,Surat,"Bottle gourd",Other,FAQ,09/03/2024,1000,3000,2000
Gujarat,Surat,Surat,Brinjal,Other,FAQ,09/03/2024,800,2000,1400
Gujarat,Surat,Surat,Ginger(Green),Other,FAQ,09/03/2024,6500,10000,8250
Gujarat,Surat,Surat,Onion,Other,FAQ,09/03/2024,600,2200,1400
Gujarat,Surat,Vyra,Wheat,Lok-1,FAQ,09/03/2024,2250,2750,2500
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,FAQ,09/03/2024,1500,2000,1750
Gujarat,Surendranagar,Vadhvan,Garlic,Garlic,FAQ,09/03/2024,10500,11000,10750
